verb,verb_compound,kaane,elus_cnt,mitteelus_cnt,root_cnt,isik
kepsutama,,in,0,2,9,
kerkima,ette,ad,0,1,9,
kihisema,,ad,1,0,9,
kihutama,alla,abl,0,1,9,mitte kunagi
kihutama,läbi,in,0,1,9,
kihutama,sisse,el,0,3,9,
kihutama,tagasi,all,0,3,9,mitte kunagi
kihutama,"välja, vastu",in,0,2,9,
kiirustama,järele,all,4,1,9,alati
kiitlema,,all,6,0,9,alati
kinkima,tagasi,all,3,1,9,alati
kinkima,võidu,all,3,0,9,alati
kirjama,,all,2,0,9,alati
kirjutama,maha,ad,1,0,9,
kirjutama,üles,ill,0,0,9,mitte kunagi
kirjutama,ümber,ad,1,0,9,
kiskuma,välja,abl,3,2,9,vahel
kituma,ära,all,3,0,9,alati
kleepuma,,adit,3,0,9,
klirisema,,in,1,3,9,
kloppima,,all,1,3,9,mitte kunagi
kloppima,,el,1,0,9,
klõpsima,,ad,0,0,9,
kodeerima,,ill,1,0,9,mitte kunagi
kogunema,ette,in,0,2,9,
kogunema,kokku,in,1,2,9,
kohandama,,el,0,0,9,
kohastuma,,all,0,0,9,mitte kunagi
kohkuma,tagasi,in,0,0,9,
kohuma,,in,2,0,9,
kolima,tagasi,in,0,0,9,
kolkima,,ad,1,0,9,
kolksatama,,in,1,2,9,
komandeerima,,all,1,2,9,mitte kunagi
komberdama,,adit,1,6,9,
komberdama,,in,0,3,9,
kombineerima,,all,1,1,9,mitte kunagi
kombineeruma,,ad,0,0,9,
komistama,otsa,ad,0,2,9,
kompenseerima,,abl,0,2,9,vahel
kondenseeruma,,ad,1,0,9,
konkretiseeruma,,ad,1,0,9,
kontrollima,kokku,ad,0,0,9,
koolitama,välja,ad,0,2,9,
koordineerima,,all,0,1,9,mitte kunagi
kooruma,maha,abl,0,2,9,mitte kunagi
korrastama,,adit,0,6,9,
korrastuma,,in,0,1,9,
kosima,,in,0,1,9,
kosuma,,abl,1,0,9,vahel
koukima,välja,ad,2,0,9,
kraaksuma,,ad,0,2,9,
kraapima,,abl,0,1,9,mitte kunagi
kraapima,,adit,4,0,9,
kriipima,,all,0,2,9,mitte kunagi
kritiseerima,,ill,1,1,9,mitte kunagi
kroonima,,adit,2,1,9,
krõbistama,,ad,1,0,9,
kuhjama,,el,1,0,9,
kukkuma,ette,all,3,2,9,vahel
kukkuma,kokku,adit,1,2,9,
kukkuma,peale,in,0,0,9,
kuldama,,ad,2,0,9,
kulgema,edasi,ad,0,1,9,
kulpima,,ad,0,0,9,
kuluma,välja,ad,2,0,9,
kuluma,ära,abl,0,1,9,vahel
kurnama,,in,1,3,9,
kusema,,abl,2,1,9,vahel
kustuma,,ill,0,1,9,mitte kunagi
kuulama,ära,all,0,0,9,mitte kunagi
kuuletuma,,ad,1,0,9,
kuuluma,alla,in,0,1,9,
kuuluma,üle,all,2,0,9,alati
kuulutama,välja,abl,2,1,9,vahel
kvalifitseerima,,ad,0,0,9,
kysima,,in,1,0,9,
käima,koha,ad,0,0,9,
käima,vargil,ad,0,0,9,
käima,vastu,in,0,3,9,
käima,ära,all,2,0,9,mitte kunagi
käitama,,ad,0,0,9,
käperdama,,in,0,2,9,
kärama,,ad,3,0,9,
käristama,,ad,1,0,9,
käskima,,abl,0,1,9,mitte kunagi
kõigutama,,adit,1,1,9,
kõmisema,,ad,1,2,9,
kõnetama,,el,1,0,9,
kõrgenema,,el,1,0,9,
kõssama,,all,7,0,9,alati
kõverdama,,in,1,0,9,
kõverduma,,ad,1,0,9,
küsima,juurde,abl,3,2,9,alati
küüditama,,in,0,0,9,
küürima,,el,0,0,9,
küürutama,,in,0,2,9,
laaberdama,,in,0,2,9,
laduma,täis,in,1,2,9,
laduma,välja,el,2,0,9,
ladustama,,all,1,3,9,mitte kunagi
lagunema,,abl,0,2,9,mitte kunagi
lahenduma,,in,0,1,9,
lahjendama,,in,0,2,9,
lahtuma,,el,2,0,9,
lahustuma,,adit,0,0,9,
lahutama,,all,0,0,9,mitte kunagi
lahutama,ära,el,5,0,9,
lahutuma,,el,4,0,9,
laisklema,,in,0,3,9,
laskma,sisse,adit,0,5,9,
laskma,tagasi,all,0,2,9,mitte kunagi
laskma,ära,in,0,2,9,
laskma,üle,ad,1,0,9,
laveerima,mööda,el,2,0,9,
lebama,,abl,1,2,9,mitte kunagi
lebotama,,in,0,5,9,
lehvima,,all,4,1,9,mitte kunagi
leidma,kokku,abl,0,2,9,mitte kunagi
leiduma,välja,el,0,1,9,
lekitama,,adit,1,0,9,
lendama,pealt,ad,0,1,9,
lendama,tagasi,in,0,0,9,
lendama,välja,all,1,4,9,mitte kunagi
lendama,ära,in,0,1,9,
lenduma,,abl,1,0,9,mitte kunagi
levima,edasi,ad,1,2,9,
liikuma,järele,all,3,0,9,alati
liikuma,tagasi,adit,1,2,9,
liikuma,vastu,ad,1,0,9,
liikuma,ära,el,1,0,9,
lisandama,,all,0,0,9,mitte kunagi
liuglema,,adit,0,4,9,
lobisema,välja,ad,0,1,9,
lobisema,välja,all,5,0,9,alati
loendama,kokku,ad,0,1,9,
lokkama,,el,0,1,9,
loksuma,,ill,0,3,9,mitte kunagi
lonkima,,el,1,1,9,
loobuma,välja,el,0,1,9,
lookama,,ad,0,2,9,
looma,juurde,all,4,1,9,alati
looma,kinni,in,0,1,9,
looma,tagasi,in,0,2,9,
looma,üles,ad,3,0,9,
loosima,,in,0,1,9,
lugema,peale,in,0,2,9,
lugema,välja,all,1,1,9,mitte kunagi
luustuma,,ad,4,0,9,
lähtuma,,ill,0,0,9,mitte kunagi
läigatama,,ad,1,1,9,
lõbustama,,all,2,0,9,mitte kunagi
lõdvendama,,ad,1,0,9,
lõhestama,,el,0,1,9,
lõikama,sisse,ill,1,1,9,mitte kunagi
lõikuma,,el,0,0,9,
lõtvuma,,in,1,1,9,
lõõskama,,ad,0,1,9,
lööma,katki,in,1,2,9,
lööma,külge,in,0,0,9,
lööma,lõhki,ad,4,1,9,
lööma,rindu,ad,0,0,9,
lööma,sisse,el,2,1,9,
lööma,välja,all,2,0,9,mitte kunagi
lööma,üles,all,2,3,9,mitte kunagi
lühenema,,abl,0,1,9,mitte kunagi
lükkama,eemale,el,0,2,9,
lükkama,maha,in,0,1,9,
lükkama,peale,all,2,0,9,vahel
lükkama,ära,el,5,0,9,
lülitama,ümber,all,0,0,9,mitte kunagi
lüpsma,,abl,3,0,9,alati
magama,maha,el,0,0,9,
mahtuma,kokku,ill,0,3,9,mitte kunagi
maitsema,,abl,1,0,9,mitte kunagi
maitsma,,abl,1,0,9,mitte kunagi
maksma,kokku,ill,0,0,9,mitte kunagi
maksma,peale,el,1,0,9,
maletama,,el,4,0,9,
marssima,ringi,in,1,3,9,
meelitama,eemale,el,2,3,9,
meelitama,ära,abl,0,2,9,vahel
meilima,,el,2,0,9,
menetlema,,all,0,0,9,mitte kunagi
minema,"eest, ära",ad,2,0,9,
minema,kaotsi,el,0,1,9,
minema,katki,el,0,0,9,
minema,kokku,abl,1,1,9,mitte kunagi
minema,ringi,ad,1,2,9,
minema,segi,in,2,1,9,
mulisema,,in,0,1,9,
muljetama,,el,0,2,9,
muljetama,,in,0,0,9,
munema,,adit,1,2,9,
murdma,välja,all,0,1,9,mitte kunagi
muuma,,in,0,2,9,
mängima,sisse,in,0,2,9,
mängima,välja,all,3,0,9,alati
märgistama,,all,3,1,9,mitte kunagi
mässima,,in,0,1,9,
määrama,ilma,ad,1,0,9,
määrima,peale,all,0,0,9,mitte kunagi
mõtestama,,ad,0,1,9,
mõtlema,läbi,ad,0,1,9,
mõtlema,ümber,in,0,1,9,
mõõtma,ära,ad,1,0,9,
möjuma,,all,5,1,9,alati
mürgeldama,,ad,0,1,9,
müttama,ringi,in,1,6,9,
müüma,välja,ad,0,1,9,
müütama,,in,0,3,9,
naerma,välja,ad,0,0,9,
naerutama,,el,3,0,9,
nakatama,,adit,0,0,9,
nakkama,,ad,2,1,9,
narrima,,ad,0,0,9,
neelama,,adit,0,3,9,
neelama,,ill,0,0,9,mitte kunagi
neelduma,,ad,0,1,9,
niitma,,abl,2,2,9,vahel
nikkuma,,ad,3,2,9,
nirisema,,adit,1,0,9,
nokauteerima,,ad,0,0,9,
norskama,,ad,1,0,9,
nuhkima,välja,el,0,1,9,
nuiama,,in,0,0,9,
nullima,ära,in,0,1,9,
nurjama,,el,3,0,9,
nutma,taga,ad,2,0,9,
nägema,tagasi,in,0,2,9,
näima,välja,ad,0,0,9,
näpsama,,in,0,2,9,
närima,,all,2,0,9,mitte kunagi
nõeluma,,in,2,2,9,
nõiduma,,in,0,2,9,
nõrgendama,,all,0,0,9,mitte kunagi
nõudma,kokku,all,2,0,9,alati
nöudima,,ad,0,0,9,
nügima,,ad,1,2,9,
nüsima,,ad,4,0,9,
olema,katki,ad,3,0,9,
olema,kohal,all,3,1,9,mitte kunagi
olema,koos,in,0,1,9,
olema,lahti,abl,0,1,9,mitte kunagi
olema,lahti,ill,1,2,9,mitte kunagi
olema,maha,ad,1,0,9,
olema,peale,in,0,1,9,
olema,ringi,ad,1,0,9,
olema,sees,in,0,0,9,
olema,"vaja, vaja",ad,2,1,9,
olema,villand,ad,4,0,9,
omastama,,all,0,0,9,vahel
onama,,ad,2,0,9,
ootama,ära,abl,3,0,9,vahel
organiseeruma,,in,0,0,9,
osalema,lahti,ad,0,0,9,
ostma,üles,ad,1,1,9,
paaduma,,ad,0,0,9,
paaduma,,el,2,0,9,
pahvima,,in,0,3,9,
paigutama,ümber,in,0,2,9,
paikama,,ad,1,0,9,
painutama,,all,0,0,9,mitte kunagi
paiskuma,eemale,el,0,0,9,
pakkuma,kaasa,all,3,0,9,vahel
paljanduma,,ad,0,1,9,
paljunema,,el,0,1,9,
palkama,,abl,0,3,9,vahel
panema,edasi,in,1,0,9,
panema,juurde,el,1,0,9,
panema,kõrvale,all,3,0,9,alati
panema,ära,adit,2,3,9,
parasiteerima,,in,1,3,9,
parodeerima,,el,1,0,9,
parseldama,,all,5,1,9,alati
passima,,abl,1,0,9,vahel
patenteerima,,in,0,4,9,
peegelduma,vastu,in,1,0,9,
peituma,,abl,0,0,9,mitte kunagi
pelgama,,abl,3,2,9,mitte kunagi
pesema,maha,ad,0,0,9,
pesema,maha,in,0,0,9,
pidama,heaks,el,4,0,9,
pidama,peal,ad,2,2,9,
pidama,vastu,abl,1,0,9,vahel
pidama,"vastu, kinni",in,0,3,9,
pidama,ära,ad,1,0,9,
piirnema,,ad,0,2,9,
pilgutama,,in,2,1,9,
pillutama,,adit,1,1,9,
pingestuma,,el,1,0,9,
pinnima,,abl,5,0,9,alati
pisendama,,in,1,0,9,
plaadistama,,all,0,0,9,vahel
plaanitsema,,all,1,3,9,mitte kunagi
plahvatama,,adit,2,2,9,
planeerima,,abl,3,1,9,vahel
pobisema,,ad,0,2,9,
poegima,,el,2,0,9,
pommima,,abl,3,0,9,alati
ponnistama,,all,0,0,9,mitte kunagi
ponnistama,,el,0,1,9,
poosetama,,in,1,1,9,
potsatama,,abl,4,2,9,mitte kunagi
praadima,,el,0,1,9,
praakima,välja,ad,1,0,9,
pragunema,,el,0,3,9,
prahvatama,,ad,0,0,9,
pressima,peale,ad,1,0,9,
progema,,in,2,0,9,
projekteerima,,ill,0,1,9,mitte kunagi
projitseerima,,in,1,1,9,
provotseerima,,el,3,0,9,
pruulima,,in,0,3,9,
pudistama,,all,1,2,9,mitte kunagi
puhastama,ära,el,0,0,9,
puhkema,,abl,1,2,9,vahel
puistama,,abl,2,0,9,mitte kunagi
puksima,välja,el,3,1,9,
pumpama,välja,ad,0,0,9,
punnima,,in,0,1,9,
punuma,,adit,1,1,9,
purskama,,adit,2,0,9,
purskuma,,abl,0,1,9,vahel
purssima,,in,0,1,9,
pärima,,adit,1,2,9,
pätsama,,el,0,1,9,
päädima,,el,0,0,9,
pääsema,juurde,ad,2,0,9,
pääsema,kokku,all,0,2,9,mitte kunagi
pääsema,ligi,adit,0,1,9,
pääsema,valla,el,0,0,9,
pääsema,välja,adit,0,3,9,
pääsema,üles,el,0,2,9,
põdema,,abl,1,0,9,mitte kunagi
põdema,läbi,in,0,1,9,
põikama,kõrvale,el,1,0,9,
põikama,läbi,ad,0,1,9,
põimima,,all,5,1,9,vahel
põlema,kokku,ad,0,1,9,
põlema,läbi,el,2,1,9,
põlema,sisse,ill,0,5,9,mitte kunagi
põlistama,,ad,0,1,9,
põlistama,,all,2,0,9,alati
põristama,,all,2,2,9,mitte kunagi
põrkama,tagasi,all,2,2,9,vahel
põrnitsema,,adit,2,2,9,
põrnitsema,otsa,all,5,0,9,alati
pöörama,tagasi,abl,1,3,9,vahel
pöörama,ümber,in,1,1,9,
püsima,kohal,in,1,0,9,
püsima,koos,in,0,1,9,
püsima,paigal,in,0,2,9,
püsima,sees,in,0,0,9,
püstitama,,abl,0,0,9,mitte kunagi
raakima,,el,0,0,9,
raamima,,el,0,0,9,
rabama,kinni,ad,7,0,9,
rahustama,,all,2,0,9,mitte kunagi
raiuma,läbi,el,0,0,9,
raiuma,maha,abl,1,3,9,mitte kunagi
rakendama,,abl,2,3,9,mitte kunagi
rammestuma,,el,0,0,9,
raputama,maha,ad,0,0,9,
ratsutama,,el,1,2,9,
raugema,,el,1,2,9,
rebenema,,ill,0,0,9,mitte kunagi
rebima,puruks,ad,2,1,9,
reekima,,all,3,0,9,mitte kunagi
registreerima,ära,in,0,1,9,
reguleerima,,ill,0,3,9,mitte kunagi
rehkendama,,all,3,0,9,vahel
rehmama,,all,3,0,9,vahel
reisima,edasi,ill,0,0,9,mitte kunagi
reostuma,,el,0,1,9,
respekteerima,,ad,0,0,9,
revideerima,,ad,0,0,9,
riietama,lahti,ad,1,0,9,
riietama,lahti,in,0,1,9,
rippuma,alla,abl,0,3,9,mitte kunagi
rivistama,üles,in,0,2,9,
ronima,läbi,el,1,2,9,
ronima,sisse,adit,0,6,9,
ronima,tagasi,ill,1,2,9,mitte kunagi
ruigama,,in,0,1,9,
ruulima,,el,1,0,9,
rändama,läbi,ad,0,0,9,
rääkima,kaasa,all,1,0,9,mitte kunagi
rääkkima,,el,0,0,9,
rõhutama,,abl,2,1,9,vahel
rühkima,,abl,0,2,9,mitte kunagi
saama,kohale,ad,1,0,9,
saama,kokku,ill,1,1,9,mitte kunagi
saama,lahti,adit,4,1,9,
saama,otsa,abl,0,0,9,mitte kunagi
saama,peale,abl,2,1,9,vahel
saama,ringi,in,0,0,9,
saama,välja,adit,3,1,9,
saatma,ilma,in,1,2,9,
saatma,kallale,all,5,0,9,alati
saatma,laiali,adit,3,1,9,
saatma,üle,ad,1,0,9,
sadama,alla,abl,0,4,9,mitte kunagi
sadama,maha,all,0,3,9,mitte kunagi
sadestuma,,in,0,2,9,
salvama,,ad,0,0,9,
salvestuma,,el,0,0,9,
sasima,,ad,3,0,9,
sasima,kinni,el,1,0,9,
sattuma,tagasi,all,1,1,9,mitte kunagi
sattuma,vastu,adit,2,0,9,
sebima,,adit,1,1,9,
seedima,,ad,1,0,9,
segama,vahele,ad,1,1,9,
sehkendama,,ad,0,2,9,
seletama,,adit,0,3,9,
seljatama,,el,5,0,9,
settima,,ad,1,0,9,
shokeerima,,el,3,0,9,
siduma,lahti,el,0,1,9,
siirduma,tagasi,el,0,1,9,
sikutama,,abl,0,3,9,mitte kunagi
silmitsema,,abl,0,1,9,mitte kunagi
sirutuma,,in,0,0,9,
sitsima,,ad,0,2,9,
sittuma,,ad,2,0,9,
sobrama,,ad,2,0,9,
soiguma,,in,0,0,9,
sokkima,,el,0,0,9,
sokutama,ette,all,5,0,9,alati
soleerima,,el,1,0,9,
songima,,in,1,0,9,
soojendama,üles,in,1,1,9,
sorteerima,,el,4,0,9,
spioneerima,,ad,0,2,9,
spurtima,ette,ad,0,0,9,
stažeerima,,ad,0,2,9,
subsideerima,,ad,1,0,9,
sujuma,,abl,0,0,9,mitte kunagi
sukelduma,,abl,0,2,9,mitte kunagi
sulama,sisse,adit,0,1,9,
sulama,sisse,ill,1,0,9,mitte kunagi
sumisema,,el,3,0,9,
surema,välja,all,0,2,9,mitte kunagi
surema,ära,ill,2,0,9,mitte kunagi
surfama,,el,3,0,9,
surisema,,el,0,0,9,
suruma,alla,ad,2,1,9,
suruma,läbi,all,2,2,9,mitte kunagi
suudlema,,adit,4,0,9,
suunama,edasi,ill,1,0,9,mitte kunagi
suunama,eemale,el,1,0,9,
suunama,tagasi,adit,1,3,9,
syndima,,in,0,0,9,
syydistama,,in,0,0,9,
sähvatama,,all,4,1,9,mitte kunagi
särama,vastu,ad,1,1,9,
särisema,,el,0,0,9,
sättima,sisse,in,0,5,9,
sõeluma,välja,ad,1,0,9,
sõidutama,ringi,ad,0,2,9,
sõidutama,ringi,in,1,3,9,
sõimama,läbi,in,0,0,9,
sõitma,"pealt, ära",ad,4,0,9,
sõitma,pihta,ad,0,0,9,
sõitma,ringi,all,1,0,9,mitte kunagi
sõitma,tagant,in,0,1,9,
sõitma,vastu,el,1,1,9,
sõnelema,,ad,0,1,9,
sõtkuma,,el,1,2,9,
sõudma,,adit,0,2,9,
sööma,sisse,ill,1,1,9,mitte kunagi
sööstma,läbi,el,2,2,9,
sööstma,üles,ad,0,0,9,
sügama,,adit,2,0,9,
sündima,juurde,ad,1,0,9,
sünteesima,,ad,0,1,9,
taasiseseisvuma,,ad,1,0,9,
taastama,,abl,0,2,9,mitte kunagi
taastootma,,in,0,1,9,
tagama,võidu,in,0,0,9,
tagastama,,abl,0,1,9,vahel
tajuma,,adit,0,0,9,
tallama,,adit,0,1,9,
talutama,,ad,0,0,9,
talutama,,ill,0,2,9,mitte kunagi
talvitama,,in,1,2,9,
tammuma,,el,1,1,9,
tampima,,ad,0,0,9,
taotlema,kokku,all,2,0,9,vahel
taotlema,kokku,in,1,0,9,
tarbima,,adit,1,1,9,
tarduma,,all,2,1,9,mitte kunagi
targutama,,in,0,2,9,
tatsama,,adit,0,5,9,
taunima,,ill,1,2,9,mitte kunagi
teadma,ette,all,3,0,9,mitte kunagi
teadustama,,ad,0,0,9,
teatama,kokku,el,0,0,9,
teavitama,,adit,0,1,9,
teenima,kokku,abl,2,0,9,vahel
teenima,võidu,in,0,0,9,
teenima,üle,in,0,1,9,
tegema,alla,in,1,2,9,
tegema,kaasa,abl,1,1,9,mitte kunagi
tegema,tasa,ad,0,0,9,
tegema,vastu,ad,0,0,9,
tegema,vastu,all,3,0,9,mitte kunagi
tegema,üles,all,2,3,9,mitte kunagi
tegutsema,vastu,all,1,1,9,mitte kunagi
tibutama,,in,0,1,9,
tiksuma,,adit,1,1,9,
tiksuma,täis,ad,1,0,9,
tilpnema,,ad,5,1,9,
tirima,tagasi,all,0,2,9,mitte kunagi
tirisema,,ad,0,0,9,
tohterdama,,ad,1,0,9,
toimima,edasi,ad,2,0,9,
toimuma,lähedal,ad,1,0,9,
toimuma,tagasi,in,0,0,9,
toimuma,välja,ad,0,0,9,
toimuma,välja,in,1,4,9,
tooma,üle,ad,0,0,9,
torisema,,all,2,0,9,alati
torkama,välja,el,1,2,9,
tormama,vastu,ad,0,3,9,
trumpama,,in,1,0,9,
tuhisema,ringi,in,2,2,9,
tuhnima,välja,el,0,0,9,
tuikama,,ad,1,1,9,
tuiskama,mööda,ad,0,1,9,
tukastama,,in,0,1,9,
tuksuma,,all,4,0,9,alati
tulema,eemale,el,0,2,9,
tulema,koha,ad,1,0,9,
tulema,ligi,in,0,4,9,
tulema,läbi,all,2,3,9,mitte kunagi
tulema,peale,adit,1,2,9,
tulema,ringi,ad,2,1,9,
tulema,vahele,all,2,0,9,vahel
tuletama,,adit,0,1,9,
tulistama,välja,ad,0,0,9,
tulitama,,ad,1,0,9,
tumenema,,in,0,1,9,
tungima,esile,in,0,1,9,
tungima,peale,in,1,1,9,
turgutama,,el,1,0,9,
turtsuma,,in,0,3,9,
turvama,,adit,1,0,9,
turvama,,all,2,1,9,mitte kunagi
tutvuma,,abl,0,1,9,mitte kunagi
tähendama,kokku,ad,1,0,9,
tähtsustama,,all,4,0,9,mitte kunagi
täituma,,adit,1,1,9,
täpsustama,,abl,1,0,9,vahel
täpsustuma,,all,0,1,9,mitte kunagi
tärisema,,in,0,2,9,
tõestama,ära,all,4,0,9,alati
tõmbama,maha,all,0,2,9,mitte kunagi
tõmbuma,,abl,0,3,9,mitte kunagi
tõmbuma,tagasi,all,0,2,9,mitte kunagi
tõotama,,adit,0,3,9,
tõstma,ette,in,0,1,9,
tõukama,tagant,ad,1,0,9,
töötama,koos,el,0,0,9,
töötama,peale,el,1,0,9,
töötama,üle,ad,0,2,9,
tühjendama,,all,0,2,9,mitte kunagi
tüssama,,ad,0,0,9,
uhtma,,el,0,1,9,
ujuma,välja,all,1,2,9,mitte kunagi
ujutama,,el,0,2,9,
ujutama,üle,el,1,2,9,
ukerdama,välja,el,0,0,9,
ulatuma,välja,adit,0,3,9,
uluma,,el,1,0,9,
ummistama,,all,1,0,9,mitte kunagi
uuendama,,adit,0,2,9,
uurima,järele,abl,4,0,9,vahel
uurima,välja,abl,6,0,9,vahel
uurima,välja,el,2,0,9,
uuristama,,ad,1,0,9,
uuristama,,el,0,3,9,
vaagima,,all,2,0,9,vahel
vaaruma,,all,1,3,9,mitte kunagi
vaatama,alla,adit,0,2,9,
vaatama,sisse,ad,1,1,9,
vabastama,,ill,1,1,9,mitte kunagi
vaevlema,,all,0,0,9,mitte kunagi
vahetama,ümber,ad,2,0,9,
vahtima,ringi,in,0,3,9,
vahtima,vastu,all,8,0,9,alati
vaikima,maha,ad,0,0,9,
vaimustama,,el,0,0,9,
vajama,välja,el,0,0,9,
vajuma,tagasi,adit,0,0,9,
valama,alla,el,0,1,9,
valendama,,ad,0,2,9,
valendama,,in,0,0,9,
valetama,,adit,4,2,9,
valima,välja,adit,0,1,9,
valitsema,,ill,2,0,9,vahel
vallandama,,adit,0,2,9,
vallanduma,,abl,3,0,9,vahel
vallanduma,,adit,0,1,9,
valmima,kokku,in,0,2,9,
valmistuma,ette,ad,0,0,9,
valutama,,adit,4,0,9,
valutama,,all,4,1,9,mitte kunagi
vangutama,,ad,1,1,9,
vapustama,,adit,0,3,9,
varastama,ära,abl,6,0,9,alati
varjutama,,adit,0,2,9,
vastutama,,ill,0,1,9,mitte kunagi
vedama,eemale,el,1,5,9,
vedama,kaasa,el,1,2,9,
vedelema,,adit,0,0,9,
veerema,alla,abl,0,0,9,mitte kunagi
veerema,maha,abl,0,2,9,mitte kunagi
veeretama,ette,all,3,1,9,alati
veetma,koos,in,0,1,9,
veritsema,,in,1,1,9,
vestlema,,adit,3,0,9,
vettima,,in,1,2,9,
vihastama,,all,3,1,9,mitte kunagi
vihjama,,abl,3,1,9,mitte kunagi
vihkama,,all,3,0,9,mitte kunagi
viibima,koos,ad,0,2,9,
viicima,,all,2,0,9,mitte kunagi
viicima,,el,1,1,9,
viima,alla,adit,0,2,9,
viima,alla,ill,0,2,9,mitte kunagi
viima,edasi,abl,0,1,9,mitte kunagi
viima,üle,in,0,1,9,
viima,üles,adit,0,5,9,
viipama,,abl,0,3,9,mitte kunagi
vilgutama,,ad,2,0,9,
viljastama,,in,0,0,9,
viljelema,,adit,0,0,9,
vilksatama,,all,3,0,9,vahel
viluma,,ad,1,1,9,
vingerdama,,all,0,0,9,mitte kunagi
viskama,kokku,in,0,0,9,
viskama,puruks,in,0,3,9,
viskama,ära,all,2,3,9,mitte kunagi
viskuma,välja,el,0,3,9,
voolama,sisse,ill,0,2,9,mitte kunagi
voolama,ära,el,1,1,9,
vuhisema,,all,0,0,9,mitte kunagi
vulisema,,ad,1,1,9,
vurama,,abl,0,2,9,mitte kunagi
vurama,välja,el,0,1,9,
vähenema,kokku,ad,1,0,9,
väänduma,,in,0,0,9,
võima,,ill,0,1,9,mitte kunagi
võimendama,,all,2,0,9,vahel
võistlema,kaasa,in,0,0,9,
võitma,ära,ad,1,0,9,
võlgnema,,adit,1,1,9,
võluma,välja,ad,0,0,9,
võsastuma,,ad,0,2,9,
võtma,juurde,all,2,1,9,vahel
võtma,juurde,ill,1,2,9,mitte kunagi
võtma,kätte,ad,1,0,9,
võtma,peale,all,2,3,9,mitte kunagi
võtma,tagasi,ill,0,2,9,mitte kunagi
võõpama,,ad,0,0,9,
vöttima,,ad,0,0,9,
ähmastama,,in,1,1,9,
ära,,el,2,0,9,
ärritama,,adit,3,0,9,
ärrituma,,in,0,0,9,
äsama,,adit,5,0,9,
ässitama,,in,0,1,9,
õhtustama,,ad,0,1,9,
õigustama,,adit,1,0,9,
õmblema,,adit,4,1,9,
õmblema,kinni,ad,2,0,9,
õnnitlema,,adit,5,0,9,
õppima,juurde,in,0,1,9,
õppima,koos,in,0,2,9,
ühmama,,all,4,0,9,alati
ühmama,,in,0,0,9,
ühtlustuma,,all,0,0,9,mitte kunagi
ülbitsema,,ad,0,0,9,
ülistama,,all,1,0,9,alati
ütlema,ette,in,0,2,9,
üürima,,ill,0,1,9,mitte kunagi
üürima,välja,in,0,3,9,
aeglustama,,adit,0,0,8,
aeglustama,,all,1,1,8,mitte kunagi
ahendama,,ad,1,1,8,
ahendama,,in,0,0,8,
aitama,üle,ad,3,0,8,
ajama,maha,el,2,0,8,
ajama,püsti,abl,0,2,8,mitte kunagi
ajama,vastu,ad,1,0,8,
ajama,üles,all,1,1,8,mitte kunagi
ajama,ümber,ad,0,0,8,
algama,edasi,el,2,2,8,
alluma,,abl,1,1,8,mitte kunagi
alustama,kokku,ad,1,1,8,
ammenduma,,el,0,0,8,
andestama,,in,1,0,8,
andma,tagasi,ill,1,2,8,
andma,vastu,ad,0,1,8,
andma,vastu,in,0,3,8,
andma,võidu,in,0,0,8,
andma,võlgu,all,7,0,8,alati
andma,ära,ill,3,1,8,
andma,üle,ill,1,0,8,
annetama,kokku,all,1,1,8,alati
arutama,edasi,ad,0,1,8,
arveldama,,ad,0,1,8,
arveldama,,el,2,0,8,
arvutama,,abl,0,0,8,mitte kunagi
arvutama,,ill,0,0,8,mitte kunagi
asetsema,,all,0,2,8,mitte kunagi
astuma,alla,ad,1,0,8,
astuma,edasi,adit,0,3,8,
astuma,juurde,in,0,0,8,
astuma,kokku,in,0,2,8,
asuma,kohale,in,0,0,8,
asuma,üle,ad,0,0,8,
avalikustama,,adit,1,0,8,
avameelitsema,,in,0,1,8,
avitama,,in,0,1,8,
dateerima,,ad,0,1,8,
debateerima,,in,0,1,8,
defileerima,,ad,0,2,8,
defineerima,,all,3,0,8,vahel
deformeeruma,,in,1,0,8,
deklareerima,,adit,1,3,8,
deponeerima,,ad,0,1,8,
diftongistuma,,in,0,1,8,
dikteerima,ette,all,3,0,8,alati
diskrediteerima,,in,1,1,8,
diskrimineerima,,in,0,3,8,
distsiplineerima,,in,0,1,8,
edendama,,el,0,0,8,
edvistama,,ad,0,0,8,
eestima,,all,1,0,8,mitte kunagi
ehtima,,all,1,0,8,mitte kunagi
einetama,,in,0,1,8,
eitama,,adit,0,1,8,
eksisteerima,edasi,ad,1,1,8,
eksitama,,abl,0,2,8,mitte kunagi
elama,mööda,el,1,1,8,
elimineerima,,in,0,1,8,
eraldama,kokku,in,0,2,8,
etlema,,ad,0,0,8,
faksima,,ad,0,0,8,
figureerima,,all,0,0,8,mitte kunagi
fikseerima,,abl,1,1,8,vahel
formeerima,,in,0,0,8,
fännama,,ad,1,0,8,
fännima,,ad,1,0,8,
garanteerima,,adit,1,3,8,
haamerdama,,ad,0,1,8,
haarama,kaasa,all,2,0,8,vahel
haigestuma,,all,1,2,8,mitte kunagi
haistma,,ad,0,0,8,
hakkama,kokku,ad,1,0,8,
hakkama,kokku,in,0,0,8,
hakkama,külge,in,0,1,8,
halama,,el,2,0,8,
haljendama,,ad,0,3,8,
halvendama,,all,1,2,8,mitte kunagi
