verbobl;verb;case;isikumäärus;aja-kohamäärus;muu;deprel
hindama - el (kellest/millest);hindama;el (kellest/millest);vahel;vahel;muu;obl
õppima - el (kellest/millest);õppima;el (kellest/millest);vahel;vahel;muu;obl
naasma - el (kellest/millest);naasma;el (kellest/millest);mitte kunagi;vahel;muu;obl
tõstma - el (kellest/millest);tõstma;el (kellest/millest);vahel;vahel;muu;obl
kolima - el (kellest/millest);kolima;el (kellest/millest);mitte kunagi;vahel;muu;obl
minema mööda - el (kellest/millest);minema mööda;el (kellest/millest);vahel;vahel;muu;obl
hoidma kinni - el (kellest/millest);hoidma kinni;el (kellest/millest);vahel;vahel;muu;obl
muutma - el (kellest/millest);muutma;el (kellest/millest);vahel;vahel;muu;obl
tellima - el (kellest/millest);tellima;el (kellest/millest);vahel;vahel;muu;obl
tunnistama - el (kellest/millest);tunnistama;el (kellest/millest);vahel;vahel;muu;obl
ütlema ära - el (kellest/millest);ütlema ära;el (kellest/millest);vahel;mitte kunagi;muu;obl
sobima - el (kellest/millest);sobima;el (kellest/millest);vahel;mitte kunagi;muu;obl
pidama kinni - el (kellest/millest);pidama kinni;el (kellest/millest);mitte kunagi;vahel;muu;obl
müüma - el (kellest/millest);müüma;el (kellest/millest);mitte kunagi;vahel;muu;obl
lööma - el (kellest/millest);lööma;el (kellest/millest);vahel;vahel;muu;obl
kerkima - el (kellest/millest);kerkima;el (kellest/millest);vahel;vahel;muu;obl
paluma - el (kellest/millest);paluma;el (kellest/millest);vahel;vahel;muu;obl
astuma välja - el (kellest/millest);astuma välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
eelistama - el (kellest/millest);eelistama;el (kellest/millest);vahel;mitte kunagi;muu;obl
kõlama - el (kellest/millest);kõlama;el (kellest/millest);mitte kunagi;vahel;muu;obl
tõmbama - el (kellest/millest);tõmbama;el (kellest/millest);mitte kunagi;vahel;muu;obl
kavatsema - el (kellest/millest);kavatsema;el (kellest/millest);vahel;vahel;muu;obl
korraldama - el (kellest/millest);korraldama;el (kellest/millest);vahel;vahel;muu;obl
nähtuma - el (kellest/millest);nähtuma;el (kellest/millest);mitte kunagi;vahel;muu;obl
eralduma - el (kellest/millest);eralduma;el (kellest/millest);mitte kunagi;vahel;muu;obl
informeerima - el (kellest/millest);informeerima;el (kellest/millest);vahel;mitte kunagi;muu;obl
õhkuma - el (kellest/millest);õhkuma;el (kellest/millest);vahel;vahel;muu;obl
sisaldama - el (kellest/millest);sisaldama;el (kellest/millest);mitte kunagi;vahel;muu;obl
saama edasi - el (kellest/millest);saama edasi;el (kellest/millest);vahel;vahel;muu;obl
kukkuma - el (kellest/millest);kukkuma;el (kellest/millest);mitte kunagi;vahel;muu;obl
ilmnema - el (kellest/millest);ilmnema;el (kellest/millest);vahel;vahel;muu;obl
jääma alles - el (kellest/millest);jääma alles;el (kellest/millest);mitte kunagi;vahel;muu;obl
katma - el (kellest/millest);katma;el (kellest/millest);mitte kunagi;vahel;muu;obl
meenuma - el (kellest/millest);meenuma;el (kellest/millest);vahel;vahel;muu;obl
valmistama - el (kellest/millest);valmistama;el (kellest/millest);vahel;vahel;muu;obl
tüdima - el (kellest/millest);tüdima;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
lõikama - el (kellest/millest);lõikama;el (kellest/millest);vahel;vahel;muu;obl
ajama - el (kellest/millest);ajama;el (kellest/millest);vahel;mitte kunagi;muu;obl
istuma - el (kellest/millest);istuma;el (kellest/millest);vahel;vahel;muu;obl
hõlmama - el (kellest/millest);hõlmama;el (kellest/millest);mitte kunagi;vahel;muu;obl
juhtuma - el (kellest/millest);juhtuma;el (kellest/millest);mitte kunagi;vahel;muu;obl
hoidma eemale - el (kellest/millest);hoidma eemale;el (kellest/millest);vahel;vahel;muu;obl
kogunema - el (kellest/millest);kogunema;el (kellest/millest);vahel;vahel;muu;obl
tooma välja - el (kellest/millest);tooma välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
soovitama - el (kellest/millest);soovitama;el (kellest/millest);mitte kunagi;vahel;muu;obl
laulma - el (kellest/millest);laulma;el (kellest/millest);vahel;vahel;muu;obl
ületama - el (kellest/millest);ületama;el (kellest/millest);vahel;mitte kunagi;muu;obl
surema - el (kellest/millest);surema;el (kellest/millest);vahel;vahel;muu;obl
võtma välja - el (kellest/millest);võtma välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
varastama - el (kellest/millest);varastama;el (kellest/millest);mitte kunagi;vahel;muu;obl
tegutsema - el (kellest/millest);tegutsema;el (kellest/millest);vahel;vahel;muu;obl
jääma eemale - el (kellest/millest);jääma eemale;el (kellest/millest);vahel;vahel;muu;obl
avama - el (kellest/millest);avama;el (kellest/millest);vahel;vahel;muu;obl
käima üle - el (kellest/millest);käima üle;el (kellest/millest);vahel;vahel;muu;obl
uskuma - el (kellest/millest);uskuma;el (kellest/millest);vahel;mitte kunagi;muu;obl
valmima - el (kellest/millest);valmima;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
lisama - el (kellest/millest);lisama;el (kellest/millest);vahel;vahel;muu;obl
tüdinema - el (kellest/millest);tüdinema;el (kellest/millest);vahel;mitte kunagi;muu;obl
helistama - el (kellest/millest);helistama;el (kellest/millest);mitte kunagi;vahel;muu;obl
leiduma - el (kellest/millest);leiduma;el (kellest/millest);vahel;vahel;muu;obl
ammutama - el (kellest/millest);ammutama;el (kellest/millest);vahel;vahel;muu;obl
minema välja - el (kellest/millest);minema välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
saama välja - el (kellest/millest);saama välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
puudutama - el (kellest/millest);puudutama;el (kellest/millest);vahel;mitte kunagi;muu;obl
tegelema - el (kellest/millest);tegelema;el (kellest/millest);vahel;vahel;muu;obl
täitma - el (kellest/millest);täitma;el (kellest/millest);vahel;vahel;muu;obl
üritama - el (kellest/millest);üritama;el (kellest/millest);mitte kunagi;vahel;muu;obl
püsima - el (kellest/millest);püsima;el (kellest/millest);mitte kunagi;vahel;muu;obl
omama - el (kellest/millest);omama;el (kellest/millest);vahel;vahel;muu;obl
tulema tagasi - el (kellest/millest);tulema tagasi;el (kellest/millest);mitte kunagi;vahel;muu;obl
koostama - el (kellest/millest);koostama;el (kellest/millest);vahel;mitte kunagi;muu;obl
lisanduma - el (kellest/millest);lisanduma;el (kellest/millest);mitte kunagi;vahel;muu;obl
näima - el (kellest/millest);näima;el (kellest/millest);vahel;vahel;muu;obl
jätma ilma - el (kellest/millest);jätma ilma;el (kellest/millest);vahel;mitte kunagi;muu;obl
säilima - el (kellest/millest);säilima;el (kellest/millest);mitte kunagi;vahel;muu;obl
uurima - el (kellest/millest);uurima;el (kellest/millest);mitte kunagi;vahel;muu;obl
jääma üle - el (kellest/millest);jääma üle;el (kellest/millest);mitte kunagi;vahel;muu;obl
startima - el (kellest/millest);startima;el (kellest/millest);vahel;vahel;mitte kunagi;obl
tegema välja - el (kellest/millest);tegema välja;el (kellest/millest);vahel;mitte kunagi;muu;obl
viibima - el (kellest/millest);viibima;el (kellest/millest);vahel;vahel;muu;obl
ehitama - el (kellest/millest);ehitama;el (kellest/millest);mitte kunagi;vahel;muu;obl
kuulama - el (kellest/millest);kuulama;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
pruukima - el (kellest/millest);pruukima;el (kellest/millest);vahel;mitte kunagi;muu;obl
seadma - el (kellest/millest);seadma;el (kellest/millest);vahel;vahel;muu;obl
suunduma - el (kellest/millest);suunduma;el (kellest/millest);vahel;vahel;muu;obl
toituma - el (kellest/millest);toituma;el (kellest/millest);vahel;vahel;muu;obl
juhinduma - el (kellest/millest);juhinduma;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
jälgima - el (kellest/millest);jälgima;el (kellest/millest);vahel;vahel;muu;obl
kippuma - el (kellest/millest);kippuma;el (kellest/millest);mitte kunagi;vahel;muu;obl
vedama - el (kellest/millest);vedama;el (kellest/millest);mitte kunagi;vahel;muu;obl
lõppema - el (kellest/millest);lõppema;el (kellest/millest);mitte kunagi;vahel;muu;obl
kulgema - el (kellest/millest);kulgema;el (kellest/millest);vahel;vahel;mitte kunagi;obl
eemalduma - el (kellest/millest);eemalduma;el (kellest/millest);vahel;vahel;muu;obl
kehtima - el (kellest/millest);kehtima;el (kellest/millest);vahel;vahel;muu;obl
saavutama - el (kellest/millest);saavutama;el (kellest/millest);vahel;vahel;muu;obl
siirduma - el (kellest/millest);siirduma;el (kellest/millest);vahel;vahel;mitte kunagi;obl
johtuma - el (kellest/millest);johtuma;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
selgitama - el (kellest/millest);selgitama;el (kellest/millest);mitte kunagi;vahel;muu;obl
eristuma - el (kellest/millest);eristuma;el (kellest/millest);vahel;vahel;muu;obl
vaimustuma - el (kellest/millest);vaimustuma;el (kellest/millest);vahel;mitte kunagi;muu;obl
viskama - el (kellest/millest);viskama;el (kellest/millest);vahel;vahel;muu;obl
pälvima - el (kellest/millest);pälvima;el (kellest/millest);vahel;vahel;muu;obl
langema välja - el (kellest/millest);langema välja;el (kellest/millest);vahel;vahel;muu;obl
haarama kinni - el (kellest/millest);haarama kinni;el (kellest/millest);mitte kunagi;vahel;muu;obl
täituma - el (kellest/millest);täituma;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
läbima - el (kellest/millest);läbima;el (kellest/millest);vahel;vahel;muu;obl
arenema - el (kellest/millest);arenema;el (kellest/millest);mitte kunagi;vahel;muu;obl
tootma - el (kellest/millest);tootma;el (kellest/millest);mitte kunagi;vahel;muu;obl
säästma - el (kellest/millest);säästma;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
suurenema - el (kellest/millest);suurenema;el (kellest/millest);mitte kunagi;vahel;muu;obl
avanema - el (kellest/millest);avanema;el (kellest/millest);mitte kunagi;vahel;muu;obl
järgnema - el (kellest/millest);järgnema;el (kellest/millest);mitte kunagi;vahel;muu;obl
taotlema - el (kellest/millest);taotlema;el (kellest/millest);mitte kunagi;vahel;muu;obl
olema alles - el (kellest/millest);olema alles;el (kellest/millest);mitte kunagi;vahel;muu;obl
mõistma - el (kellest/millest);mõistma;el (kellest/millest);vahel;vahel;muu;obl
mõjuma - el (kellest/millest);mõjuma;el (kellest/millest);vahel;vahel;muu;obl
põhjustama - el (kellest/millest);põhjustama;el (kellest/millest);mitte kunagi;vahel;muu;obl
kontrollima - el (kellest/millest);kontrollima;el (kellest/millest);mitte kunagi;vahel;muu;obl
tunduma - el (kellest/millest);tunduma;el (kellest/millest);vahel;vahel;muu;obl
hukkuma - el (kellest/millest);hukkuma;el (kellest/millest);vahel;vahel;mitte kunagi;obl
viima välja - el (kellest/millest);viima välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
võtma vastu - el (kellest/millest);võtma vastu;el (kellest/millest);vahel;vahel;muu;obl
vähenema - el (kellest/millest);vähenema;el (kellest/millest);mitte kunagi;vahel;muu;obl
väitma - el (kellest/millest);väitma;el (kellest/millest);vahel;vahel;ebakorrektne märgendus;obl
saama mööda - el (kellest/millest);saama mööda;el (kellest/millest);vahel;vahel;muu;obl
lugema välja - el (kellest/millest);lugema välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
sööma - el (kellest/millest);sööma;el (kellest/millest);vahel;vahel;muu;obl
voolama - el (kellest/millest);voolama;el (kellest/millest);vahel;vahel;muu;obl
märkima - el (kellest/millest);märkima;el (kellest/millest);vahel;vahel;muu;obl
võtma kaasa - el (kellest/millest);võtma kaasa;el (kellest/millest);vahel;vahel;mitte kunagi;obl
puhastama - el (kellest/millest);puhastama;el (kellest/millest);vahel;vahel;muu;obl
tõmbama välja - el (kellest/millest);tõmbama välja;el (kellest/millest);vahel;vahel;muu;obl
ähvardama - el (kellest/millest);ähvardama;el (kellest/millest);vahel;vahel;muu;obl
kestma - el (kellest/millest);kestma;el (kellest/millest);vahel;vahel;muu;obl
paistma välja - el (kellest/millest);paistma välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
tooma kaasa - el (kellest/millest);tooma kaasa;el (kellest/millest);mitte kunagi;vahel;muu;obl
kulutama - el (kellest/millest);kulutama;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
edastama - el (kellest/millest);edastama;el (kellest/millest);vahel;vahel;muu;obl
esindama - el (kellest/millest);esindama;el (kellest/millest);vahel;vahel;muu;obl
kohtuma - el (kellest/millest);kohtuma;el (kellest/millest);vahel;vahel;muu;obl
jätma välja - el (kellest/millest);jätma välja;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
kirjeldama - el (kellest/millest);kirjeldama;el (kellest/millest);vahel;vahel;muu;obl
eemaldama - el (kellest/millest);eemaldama;el (kellest/millest);vahel;vahel;muu;obl
kartma - el (kellest/millest);kartma;el (kellest/millest);vahel;vahel;muu;obl
toibuma - el (kellest/millest);toibuma;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
määrama - el (kellest/millest);määrama;el (kellest/millest);vahel;vahel;muu;obl
taanduma - el (kellest/millest);taanduma;el (kellest/millest);mitte kunagi;vahel;muu;obl
ütlema lahti - el (kellest/millest);ütlema lahti;el (kellest/millest);vahel;mitte kunagi;muu;obl
kujutama - el (kellest/millest);kujutama;el (kellest/millest);vahel;vahel;muu;obl
saama kokku - el (kellest/millest);saama kokku;el (kellest/millest);vahel;vahel;muu;obl
tulema puudu - el (kellest/millest);tulema puudu;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
võtma ära - el (kellest/millest);võtma ära;el (kellest/millest);mitte kunagi;vahel;muu;obl
paranema - el (kellest/millest);paranema;el (kellest/millest);mitte kunagi;vahel;muu;obl
tagama - el (kellest/millest);tagama;el (kellest/millest);mitte kunagi;vahel;muu;obl
võrsuma - el (kellest/millest);võrsuma;el (kellest/millest);mitte kunagi;vahel;muu;obl
mõjutama - el (kellest/millest);mõjutama;el (kellest/millest);mitte kunagi;vahel;muu;obl
piiskama - el (kellest/millest);piiskama;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
pääsema välja - el (kellest/millest);pääsema välja;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
jooma - el (kellest/millest);jooma;el (kellest/millest);vahel;vahel;muu;obl
kukkuma välja - el (kellest/millest);kukkuma välja;el (kellest/millest);vahel;vahel;muu;obl
omandama - el (kellest/millest);omandama;el (kellest/millest);mitte kunagi;vahel;muu;obl
väärima - el (kellest/millest);väärima;el (kellest/millest);vahel;mitte kunagi;muu;obl
elatuma - el (kellest/millest);elatuma;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
kannatama - el (kellest/millest);kannatama;el (kellest/millest);vahel;vahel;muu;obl
leidma üles - el (kellest/millest);leidma üles;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
paiknema - el (kellest/millest);paiknema;el (kellest/millest);vahel;vahel;muu;obl
võtma kinni - el (kellest/millest);võtma kinni;el (kellest/millest);vahel;vahel;muu;obl
kuulutama - el (kellest/millest);kuulutama;el (kellest/millest);vahel;vahel;muu;obl
saama tagasi - el (kellest/millest);saama tagasi;el (kellest/millest);vahel;vahel;muu;obl
vestlema - el (kellest/millest);vestlema;el (kellest/millest);vahel;vahel;muu;obl
röövima - el (kellest/millest);röövima;el (kellest/millest);vahel;vahel;muu;obl
minema läbi - el (kellest/millest);minema läbi;el (kellest/millest);mitte kunagi;vahel;muu;obl
vaatama vastu - el (kellest/millest);vaatama vastu;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
valitsema - el (kellest/millest);valitsema;el (kellest/millest);mitte kunagi;vahel;muu;obl
hääletama - el (kellest/millest);hääletama;el (kellest/millest);vahel;vahel;mitte kunagi;obl
käsitlema - el (kellest/millest);käsitlema;el (kellest/millest);mitte kunagi;vahel;muu;obl
minema ära - el (kellest/millest);minema ära;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
taganema - el (kellest/millest);taganema;el (kellest/millest);vahel;vahel;muu;obl
tõstma esile - el (kellest/millest);tõstma esile;el (kellest/millest);vahel;vahel;muu;obl
üllatuma - el (kellest/millest);üllatuma;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
võimaldama - el (kellest/millest);võimaldama;el (kellest/millest);mitte kunagi;vahel;muu;obl
proovima - el (kellest/millest);proovima;el (kellest/millest);vahel;vahel;muu;obl
pöörduma - el (kellest/millest);pöörduma;el (kellest/millest);mitte kunagi;vahel;muu;obl
valima välja - el (kellest/millest);valima välja;el (kellest/millest);vahel;vahel;muu;obl
armastama - el (kellest/millest);armastama;el (kellest/millest);vahel;vahel;muu;obl
kihutama - el (kellest/millest);kihutama;el (kellest/millest);mitte kunagi;vahel;muu;obl
olema nõus - el (kellest/millest);olema nõus;el (kellest/millest);vahel;vahel;muu;obl
tutvustama - el (kellest/millest);tutvustama;el (kellest/millest);vahel;vahel;muu;obl
hankima - el (kellest/millest);hankima;el (kellest/millest);vahel;vahel;mitte kunagi;obl
põhjendama - el (kellest/millest);põhjendama;el (kellest/millest);vahel;vahel;muu;obl
viskama välja - el (kellest/millest);viskama välja;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
hüppama - el (kellest/millest);hüppama;el (kellest/millest);mitte kunagi;vahel;muu;obl
kiitma - el (kellest/millest);kiitma;el (kellest/millest);vahel;vahel;muu;obl
märkama - el (kellest/millest);märkama;el (kellest/millest);vahel;vahel;muu;obl
tulistama - el (kellest/millest);tulistama;el (kellest/millest);vahel;vahel;muu;obl
julgema - el (kellest/millest);julgema;el (kellest/millest);vahel;mitte kunagi;muu;obl
mahtuma - el (kellest/millest);mahtuma;el (kellest/millest);vahel;vahel;muu;obl
veetma - el (kellest/millest);veetma;el (kellest/millest);vahel;vahel;muu;obl
saama täis - el (kellest/millest);saama täis;el (kellest/millest);vahel;vahel;muu;obl
pudenema - el (kellest/millest);pudenema;el (kellest/millest);vahel;vahel;muu;obl
järelduma - el (kellest/millest);järelduma;el (kellest/millest);mitte kunagi;vahel;muu;obl
seletama - el (kellest/millest);seletama;el (kellest/millest);mitte kunagi;vahel;muu;obl
tapma - el (kellest/millest);tapma;el (kellest/millest);vahel;vahel;muu;obl
iseloomustama - el (kellest/millest);iseloomustama;el (kellest/millest);vahel;vahel;muu;obl
maalima - el (kellest/millest);maalima;el (kellest/millest);vahel;vahel;muu;obl
kommenteerima - el (kellest/millest);kommenteerima;el (kellest/millest);vahel;vahel;muu;obl
sõitma mööda - el (kellest/millest);sõitma mööda;el (kellest/millest);vahel;vahel;muu;obl
huvitama - el (kellest/millest);huvitama;el (kellest/millest);vahel;vahel;muu;obl
külastama - el (kellest/millest);külastama;el (kellest/millest);vahel;vahel;muu;obl
minema lahku - el (kellest/millest);minema lahku;el (kellest/millest);vahel;mitte kunagi;muu;obl
tegema kaasa - el (kellest/millest);tegema kaasa;el (kellest/millest);vahel;vahel;muu;obl
kujundama - el (kellest/millest);kujundama;el (kellest/millest);vahel;mitte kunagi;muu;obl
rändama - el (kellest/millest);rändama;el (kellest/millest);mitte kunagi;vahel;muu;obl
süüdistama - el (kellest/millest);süüdistama;el (kellest/millest);vahel;vahel;muu;obl
jõudma tagasi - el (kellest/millest);jõudma tagasi;el (kellest/millest);mitte kunagi;vahel;muu;obl
nõustuma - el (kellest/millest);nõustuma;el (kellest/millest);vahel;vahel;muu;obl
tähistama - el (kellest/millest);tähistama;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
ajama välja - el (kellest/millest);ajama välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
kasvatama - el (kellest/millest);kasvatama;el (kellest/millest);vahel;vahel;muu;obl
kõikuma - el (kellest/millest);kõikuma;el (kellest/millest);mitte kunagi;vahel;muu;obl
arutama - el (kellest/millest);arutama;el (kellest/millest);mitte kunagi;vahel;muu;obl
kaaluma - el (kellest/millest);kaaluma;el (kellest/millest);vahel;vahel;muu;obl
sõitma välja - el (kellest/millest);sõitma välja;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
vahendama - el (kellest/millest);vahendama;el (kellest/millest);mitte kunagi;vahel;muu;obl
jooksma läbi - el (kellest/millest);jooksma läbi;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
viima ära - el (kellest/millest);viima ära;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
kaugenema - el (kellest/millest);kaugenema;el (kellest/millest);mitte kunagi;vahel;muu;obl
kostuma - el (kellest/millest);kostuma;el (kellest/millest);mitte kunagi;vahel;muu;obl
kumama läbi - el (kellest/millest);kumama läbi;el (kellest/millest);mitte kunagi;vahel;muu;obl
küllastuma - el (kellest/millest);küllastuma;el (kellest/millest);vahel;mitte kunagi;muu;obl
ründama - el (kellest/millest);ründama;el (kellest/millest);vahel;vahel;muu;obl
distantseeruma - el (kellest/millest);distantseeruma;el (kellest/millest);mitte kunagi;vahel;muu;obl
kaduma ära - el (kellest/millest);kaduma ära;el (kellest/millest);mitte kunagi;vahel;muu;obl
pooldama - el (kellest/millest);pooldama;el (kellest/millest);vahel;mitte kunagi;muu;obl
puhkema - el (kellest/millest);puhkema;el (kellest/millest);mitte kunagi;vahel;muu;obl
sõnama - el (kellest/millest);sõnama;el (kellest/millest);mitte kunagi;vahel;muu;obl
taastuma - el (kellest/millest);taastuma;el (kellest/millest);mitte kunagi;vahel;muu;obl
lükkama - el (kellest/millest);lükkama;el (kellest/millest);mitte kunagi;vahel;muu;obl
kinkima - el (kellest/millest);kinkima;el (kellest/millest);vahel;vahel;muu;obl
lausuma - el (kellest/millest);lausuma;el (kellest/millest);vahel;vahel;muu;obl
ronima välja - el (kellest/millest);ronima välja;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
tulema ära - el (kellest/millest);tulema ära;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
astuma läbi - el (kellest/millest);astuma läbi;el (kellest/millest);mitte kunagi;vahel;muu;obl
lendama välja - el (kellest/millest);lendama välja;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
panema kokku - el (kellest/millest);panema kokku;el (kellest/millest);mitte kunagi;vahel;muu;obl
suurendama - el (kellest/millest);suurendama;el (kellest/millest);vahel;vahel;muu;obl
tundma ära - el (kellest/millest);tundma ära;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
keelama - el (kellest/millest);keelama;el (kellest/millest);vahel;vahel;muu;obl
laenama - el (kellest/millest);laenama;el (kellest/millest);vahel;vahel;mitte kunagi;obl
põlema - el (kellest/millest);põlema;el (kellest/millest);mitte kunagi;vahel;muu;obl
toimima - el (kellest/millest);toimima;el (kellest/millest);mitte kunagi;vahel;muu;obl
õpetama - el (kellest/millest);õpetama;el (kellest/millest);vahel;vahel;muu;obl
nakatuma - el (kellest/millest);nakatuma;el (kellest/millest);vahel;vahel;muu;obl
sirguma - el (kellest/millest);sirguma;el (kellest/millest);vahel;mitte kunagi;muu;obl
korjama - el (kellest/millest);korjama;el (kellest/millest);vahel;vahel;muu;obl
pakatama - el (kellest/millest);pakatama;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
sõitma üle - el (kellest/millest);sõitma üle;el (kellest/millest);vahel;vahel;muu;obl
võtma maha - el (kellest/millest);võtma maha;el (kellest/millest);mitte kunagi;vahel;muu;obl
jõudma ette - el (kellest/millest);jõudma ette;el (kellest/millest);vahel;vahel;muu;obl
toimetama - el (kellest/millest);toimetama;el (kellest/millest);vahel;vahel;muu;obl
mainima - el (kellest/millest);mainima;el (kellest/millest);vahel;vahel;muu;obl
taipama - el (kellest/millest);taipama;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
viitama - el (kellest/millest);viitama;el (kellest/millest);vahel;vahel;muu;obl
andma välja - el (kellest/millest);andma välja;el (kellest/millest);mitte kunagi;vahel;muu;obl
lekkima - el (kellest/millest);lekkima;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
vaikima - el (kellest/millest);vaikima;el (kellest/millest);mitte kunagi;mitte kunagi;muu;obl
vahetama - el (kellest/millest);vahetama;el (kellest/millest);vahel;vahel;muu;obl
sundima - el (kellest/millest);sundima;el (kellest/millest);vahel;vahel;muu;obl
kumama - el (kellest/millest);kumama;el (kellest/millest);mitte kunagi;vahel;muu;obl
küündima - el (kellest/millest);küündima;el (kellest/millest);vahel;mitte kunagi;muu;obl
pääsema mööda - el (kellest/millest);pääsema mööda;el (kellest/millest);vahel;vahel;muu;obl
sõitma läbi - el (kellest/millest);sõitma läbi;el (kellest/millest);mitte kunagi;vahel;muu;obl
võistlema - el (kellest/millest);võistlema;el (kellest/millest);vahel;vahel;mitte kunagi;obl
kõrvaldama - el (kellest/millest);kõrvaldama;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
jaguma - el (kellest/millest);jaguma;el (kellest/millest);mitte kunagi;vahel;muu;obl
nägema ette - el (kellest/millest);nägema ette;el (kellest/millest);mitte kunagi;vahel;muu;obl
säilitama - el (kellest/millest);säilitama;el (kellest/millest);vahel;vahel;muu;obl
hoiatama - el (kellest/millest);hoiatama;el (kellest/millest);vahel;vahel;muu;obl
tooma ära - el (kellest/millest);tooma ära;el (kellest/millest);mitte kunagi;vahel;ebakorrektne märgendus;obl
võitlema - el (kellest/millest);võitlema;el (kellest/millest);vahel;vahel;muu;obl
saama läbi - el (kellest/millest);saama läbi;el (kellest/millest);vahel;vahel;muu;obl
vaatama mööda - el (kellest/millest);vaatama mööda;el (kellest/millest);vahel;mitte kunagi;muu;obl
eeldama - el (kellest/millest);eeldama;el (kellest/millest);vahel;mitte kunagi;muu;obl
hoidma kõrvale - el (kellest/millest);hoidma kõrvale;el (kellest/millest);vahel;vahel;muu;obl
kehtestama - el (kellest/millest);kehtestama;el (kellest/millest);vahel;vahel;muu;obl
süttima - el (kellest/millest);süttima;el (kellest/millest);mitte kunagi;vahel;muu;obl
pöörama - el (kellest/millest);pöörama;el (kellest/millest);vahel;vahel;muu;obl
takistama - el (kellest/millest);takistama;el (kellest/millest);vahel;vahel;muu;obl
liituma - el (kellest/millest);liituma;el (kellest/millest);vahel;vahel;muu;obl
sõlmima - el (kellest/millest);sõlmima;el (kellest/millest);vahel;vahel;muu;obl
vähendama - el (kellest/millest);vähendama;el (kellest/millest);mitte kunagi;vahel;muu;obl
peatuma - el (kellest/millest);peatuma;el (kellest/millest);vahel;vahel;muu;obl
hüppama välja - el (kellest/millest);hüppama välja;el (kellest/millest);mitte kunagi;alati;mitte kunagi;obl
heitma - el (kellest/millest);heitma;el (kellest/millest);mitte kunagi;vahel;muu;obl
olema rahul - el (kellest/millest);olema rahul;el (kellest/millest);vahel;mitte kunagi;muu;obl
plaanima - el (kellest/millest);plaanima;el (kellest/millest);vahel;vahel;muu;obl
kustutama - el (kellest/millest);kustutama;el (kellest/millest);mitte kunagi;vahel;muu;obl
pagema - el (kellest/millest);pagema;el (kellest/millest);mitte kunagi;vahel;muu;obl
sooritama - el (kellest/millest);sooritama;el (kellest/millest);vahel;vahel;muu;obl
väljendama - el (kellest/millest);väljendama;el (kellest/millest);mitte kunagi;vahel;muu;obl
kohtama - el (kellest/millest);kohtama;el (kellest/millest);vahel;mitte kunagi;muu;obl
puhkama - el (kellest/millest);puhkama;el (kellest/millest);mitte kunagi;vahel;muu;obl
põhinema - el (kellest/millest);põhinema;el (kellest/millest);vahel;mitte kunagi;muu;obl
pühkima - el (kellest/millest);pühkima;el (kellest/millest);mitte kunagi;vahel;muu;obl
rõhutama - el (kellest/millest);rõhutama;el (kellest/millest);vahel;vahel;muu;obl
kandideerima - el (kellest/millest);kandideerima;el (kellest/millest);vahel;vahel;muu;obl
varieeruma - el (kellest/millest);varieeruma;el (kellest/millest);mitte kunagi;vahel;muu;obl
olema kohal - el (kellest/millest);olema kohal;el (kellest/millest);vahel;vahel;muu;obl
