,word,government,verb_word,compound_prt1,compound_prt2,compound_prt3,government_with_case,case,adp,verb,other
906,kõrvale juhtima,millest,juhtima,kõrvale,,,el,el,,,
907,kõrvale juhtima,mida,juhtima,kõrvale,,,part,part,,,
908,kõrvale juhtima,millelt,juhtima,kõrvale,,,abl,abl,,,
909,kõrvale puiklema,millest,puiklema,kõrvale,,,el,el,,,
910,kõrvale põikama,kelle/mille eest,põikama,kõrvale,,,gen eest,gen,eest,,
911,kõrvale põiklema,millest,põiklema,kõrvale,,,el,el,,,
912,kõrvale tõmbuma,millest,tõmbuma,kõrvale,,,el,el,,,
913,kõrvale viilima,millest,viilima,kõrvale,,,el,el,,,
914,kõrvu pihku võtma,kellel,võtma,kõrvu,pihku,,ad,ad,,,
915,kõrvu puutuma,kellele,puutuma,kõrvu,,,all,all,,,
916,kõrvust mööda laskma,mida,laskma,kõrvust,mööda,,part,part,,,
917,kõrvutama,keda/mida*,kõrvutama,,,,part,part,,,
918,kõrvutama,kellega/millega,kõrvutama,,,,kom,kom,,,
919,kõvaks minema,kellel,minema,kõvaks,,,ad,ad,,,
920,kõõks olema,millega,olema,kõõks,,,kom,kom,,,
921,kõõrdi vaatama,kellele,vaatama,kõõrdi,,,all,all,,,
922,kõõrdi vaatama,kelle peale,vaatama,kõõrdi,,,gen peale,gen,peale,,
923,kõõriti vaatama,kellele,vaatama,kõõriti,,,all,all,,,
924,külas käima,kus,käima,külas,,,ad,ad,,,
925,külastama,keda/mida*,külastama,,,,part,part,,,
926,külge harjutama,kellele,harjutama,külge,,,all,all,,,
927,külge jääma,millele,jääma,külge,,,all,all,,,
928,külge kleepima,millele,kleepima,külge,,,all,all,,,
929,külge kleepuma,kellele,kleepuma,külge,,,all,all,,,
930,külge lööma,kellele,lööma,külge,,,all,all,,,
931,külge pookima,kellele/millele,pookima,külge,,,all,all,,,
932,külge riputama,kellele/millele,riputama,külge,,,all,all,,,
933,külgnema,millega,külgnema,,,,kom,kom,,,
934,külje alla pugema,kellele,pugema,külje,alla,,all,all,,,
935,külje alla pugema,kelle,pugema,külje,alla,,gen,gen,,,
936,külla minema,kuhu,minema,külla,,,all,all,,,
937,küllalt olema,kellel,olema,küllalt,,,ad,ad,,,
938,küllalt olema,millest,olema,küllalt,,,el,el,,,
939,küllalt saama,millest,saama,küllalt,,,el,el,,,
940,küllalt saama,kellel,saama,küllalt,,,ad,ad,,,
941,küllastuma,millest,küllastuma,,,,el,el,,,
942,küsima,keda*,küsima,,,,part,part,,,
943,küsima,kelle/mille kohta,küsima,,,,gen kohta,gen,kohta,,
944,küsima,kas,küsima,,,,kas,,,,kas
945,küsima,kelle käest,küsima,,,,gen käest,gen,käest,,
946,küsima,kellelt,küsima,,,,abl,abl,,,
947,küsima,kelle järele,küsima,,,,gen järele,gen,järele,,
948,küsima,millest,küsima,,,,el,el,,,
949,küsimuse alla seadma,mida,seadma,küsimuse,alla,,part,part,,,
950,kütke,mille,,kütke,,,gen,gen,,,
951,küündima,milleni,küündima,,,,term,term,,,
952,küürutama,kelle ees,küürutama,,,,gen ees,gen,ees,,
953,küüsi taha ajama,millele,ajama,küüsi,taha,,all,all,,,
954,labidaga kokku ajama,mida,ajama,labidaga,kokku,,part,part,,,
955,labidaga kokku kühveldama,mida,kühveldama,labidaga,kokku,,part,part,,,
956,laekuma,kuhu,laekuma,,,,all,all,,,
957,laenama,milleks,laenama,,,,tr,tr,,,
958,laenama,kellelt,laenama,,,,abl,abl,,,
959,laenama,kellele,laenama,,,,all,all,,,
960,laenutama,mida,laenutama,,,,part,part,,,
961,laenutama,kellele,laenutama,,,,all,all,,,
962,lagistama,mida teha,lagistama,,,,part teha,part,,teha,
963,lahku minema,kellest,minema,lahku,,,el,el,,,
964,lahkuma,kust,lahkuma,,,,abl,abl,,,
965,lahkuma,kust / millest,lahkuma,,,,el,el,,,
966,lahmima,mida teha,lahmima,,,,part teha,part,,teha,
967,lahti haakima,millest,haakima,lahti,,,el,el,,,
968,lahti kiskuma,millest,kiskuma,lahti,,,el,el,,,
969,lahti laskma,mille pärast,laskma,lahti,,,gen pärast,gen,pärast,,
970,lahti raputama,millest/kellest,raputama,lahti,,,el,el,,,
971,lahti saama,kellest/millest,saama,lahti,,,el,el,,,
972,lahti siduma,millest,siduma,lahti,,,el,el,,,
973,lahti ütlema,millest/kellest,ütlema,lahti,,,el,el,,,
974,lahutama,millest,lahutama,,,,el,el,,,
975,laiaks lööma,mida,lööma,laiaks,,,part,part,,,
976,laias kaares sülitama,mille peale,sülitama,laias,kaares,,gen peale,gen,peale,,
977,laias kaares sülitama,millele,sülitama,laias,kaares,,all,all,,,
978,laiendama,mida*,laiendama,,,,part,part,,,
979,laimama,keda*,laimama,,,,part,part,,,
980,lainel olema,mille,olema,lainel,,,gen,gen,,,
981,lainel olema,millisel,olema,lainel,,,ad,ad,,,
982,lakkama,mida tegemast,lakkama,,,,part tegemast,part,,tegemast,
983,langema,millele/kellele,langema,,,,all,all,,,
984,laskuma,kuhu,laskuma,,,,all,all,,,
985,laskuma,millesse,laskuma,,,,ill,ill,,,
986,laskuma,milleni,laskuma,,,,term,term,,,
987,lasuma,kellel/millel,lasuma,,,,ad,ad,,,
988,laua alla jooma,keda,jooma,laua,alla,,part,part,,,
989,lauale laduma,mida,laduma,lauale,,,part,part,,,
990,laulma,kellele,laulma,,,,all,all,,,
991,laulma,millest,laulma,,,,el,el,,,
992,laveerima,mille vahel,laveerima,,,,gen vahel,gen,vahel,,
993,leevendama,mida,leevendama,,,,part,part,,,
994,leidma,kust,leidma,,,,abl,abl,,,
995,leidma,et,leidma,,,,et,,,,et
996,leiduma,kus,leiduma,,,,ad,ad,,,
997,leierdama,mida*,leierdama,,,,part,part,,,
998,leppima,kellega,leppima,,,,kom,kom,,,
999,ligi ajama,kellele,ajama,ligi,,,all,all,,,
1000,ligi litsuma,kellele,litsuma,ligi,,,all,all,,,
1001,ligi pressima,kellele,pressima,ligi,,,all,all,,,
1002,ligi pääsema,kellele,pääsema,ligi,,,all,all,,,
1003,ligi saama,kellele/millele,saama,ligi,,,all,all,,,
1004,ligi tikkuma,kellele,tikkuma,ligi,,,all,all,,,
1005,ligi tükkima,kellele,tükkima,ligi,,,all,all,,,
1006,lihaks tegema,keda,tegema,lihaks,,,part,part,,,
1007,liialdama,millega,liialdama,,,,kom,kom,,,
1008,liiale minema,millega,minema,liiale,,,kom,kom,,,
1009,liidendama,millega,liidendama,,,,kom,kom,,,
1010,liidendama,mida,liidendama,,,,part,part,,,
1011,liidestama,millega,liidestama,,,,kom,kom,,,
1012,liiga tegema,millele,tegema,liiga,,,all,all,,,
1013,liikuma,kuhu,liikuma,,,,all,all,,,
1014,liistule tõmbama,keda,tõmbama,liistule,,,part,part,,,
1015,liitma,millega,liitma,,,,kom,kom,,,
1016,liitma,millele,liitma,,,,all,all,,,
1017,liitma,mida,liitma,,,,part,part,,,
1018,liitma,milleks,liitma,,,,tr,tr,,,
1019,liituma,kellega/millega,liituma,,,,kom,kom,,,
1020,lippu kõrgel hoidma,kelle/mille,hoidma,lippu,kõrgel,,gen,gen,,,
1021,lisama,millele,lisama,,,,all,all,,,
1022,lisanduma,millele,lisanduma,,,,all,all,,,
1023,liugu laskma,mille peal,laskma,liugu,,,gen peal,gen,peal,,
1024,liugu laskma,millel,laskma,liugu,,,ad,ad,,,
1025,lohutama,keda*,lohutama,,,,part,part,,,
1026,loobuma,millest,loobuma,,,,el,el,,,
1027,loobuma,mida tegemast,loobuma,,,,part tegemast,part,,tegemast,
1028,loori kergitama,millelt,kergitama,loori,,,abl,abl,,,
1029,lootma,et,lootma,,,,et,,,,et
1030,lootma,kellele/millele / kelle/mille peale,lootma,,,,all,all,,,
1031,lootma,kellele/millele / kelle/mille peale,lootma,,,,gen peale,gen,peale,,
1032,lootma,mida teha,lootma,,,,part teha,part,,teha,
1033,loovima,mille vahel,loovima,,,,gen vahel,gen,vahel,,
1034,loovutama,kellele/millele,loovutama,,,,all,all,,,
1035,lubama,kellele,lubama,,,,all,all,,,
1036,lubama,mida teha,lubama,,,,part teha,part,,teha,
1037,lugema,kust,lugema,,,,abl,abl,,,
1038,lugema,kellele,lugema,,,,all,all,,,
1039,lugema,mida,lugema,,,,part,part,,,
1040,lugu pidama,kellest/millest,pidama,lugu,,,el,el,,,
1041,luttima,keda*,,luttima,,,part,part,,,
1042,läbi ajama,millega,ajama,läbi,,,kom,kom,,,
1043,läbi astuma,millest,astuma,läbi,,,el,el,,,
1044,läbi astuma,kust,astuma,läbi,,,abl,abl,,,
1045,läbi helistama,keda/mida,helistama,läbi,,,part,part,,,
1046,läbi hüppama,millest,hüppama,läbi,,,el,el,,,
1047,läbi hüppama,kust,hüppama,läbi,,,abl,abl,,,
1048,läbi jalutama,mida,jalutama,läbi,,,part,part,,,
1049,läbi jalutama,millest,jalutama,läbi,,,el,el,,,
1050,läbi jooksma,kust,jooksma,läbi,,,abl,abl,,,
1051,läbi jooksma,millest,jooksma,läbi,,,el,el,,,
1052,läbi kukkuma,kus,kukkuma,läbi,,,ad,ad,,,
1053,läbi käima,kellega,käima,läbi,,,kom,kom,,,
1054,läbi käima,kust,käima,läbi,,,abl,abl,,,
1055,läbi laskma,keda/mida,laskma,läbi,,,part,part,,,
1056,läbi libisema,millest,libisema,läbi,,,el,el,,,
1057,läbi lippama,kust,lippama,läbi,,,abl,abl,,,
1058,läbi lööma,kus,lööma,läbi,,,ad,ad,,,
1059,läbi lööma,mida,lööma,läbi,,,part,part,,,
1060,läbi minema,kust,minema,läbi,,,abl,abl,,,
1061,läbi mõtlema,mida,mõtlema,läbi,,,part,part,,,
1062,läbi nämmutama,mida,nämmutama,läbi,,,part,part,,,
1063,läbi saama,kellega,saama,läbi,,,kom,kom,,,
1064,läbi saama,kus,saama,läbi,,,ad,ad,,,
1065,läbi sõrmede vaatama,millele,vaatama,läbi,sõrmede,,all,all,,,
1066,läbima,mida*,läbima,,,,part,part,,,
1067,lähenema,kellele/millele,lähenema,,,,all,all,,,
1068,lähtuma,kust,lähtuma,,,,abl,abl,,,
1069,lähtuma,millest,lähtuma,,,,el,el,,,
1070,lävima,kellega,lävima,,,,kom,kom,,,
1071,läänistama,kellele,läänistama,,,,all,all,,,
1072,läänistama,mida,läänistama,,,,part,part,,,
1073,läätseleeme eest maha müüma,keda/mida,müüma,läätseleeme,eest,maha,part,part,,,
1074,lõbu pakkuma,kellele,pakkuma,lõbu,,,all,all,,,
1075,lõhkuma,millega,lõhkuma,,,,kom,kom,,,
1076,lõhkuma,mida teha,lõhkuma,,,,part teha,part,,teha,
1077,lõhkuma,kus,lõhkuma,,,,ad,ad,,,
1078,lõhnama,mille järele,lõhnama,,,,gen järele,gen,järele,,
1079,lõikama,milleks,lõikama,,,,tr,tr,,,
1080,lõivu maksma,millele,maksma,lõivu,,,all,all,,,
1081,lõpetama,millega,lõpetama,,,,kom,kom,,,
1082,lõpparvet tegema,kellega/millega,tegema,lõpparvet,,,kom,kom,,,
1083,lõppema,millega,lõppema,,,,kom,kom,,,
1084,lõppu peale tegema,kellele,tegema,lõppu,peale,,all,all,,,
1085,lömitama,kelle/mille ees,lömitama,,,,gen ees,gen,ees,,
1086,lööma,kuhu,lööma,,,,all,all,,,
1087,lükkama,kuhu,lükkama,,,,all,all,,,
1088,lükkama,keda/mida*,lükkama,,,,part,part,,,
1089,lülitama,mida tegema,lülitama,,,,part tegema,part,,tegema,
1090,maad andma,millele,andma,maad,,,all,all,,,
1091,magama,kellega,magama,,,,kom,kom,,,
1092,magatama,keda*,magatama,,,,part,part,,,
1093,maha hüppama,millest,hüppama,maha,,,el,el,,,
1094,maha hüppama,millelt,hüppama,maha,,,abl,abl,,,
1095,maha jooksma,mida,jooksma,maha,,,part,part,,,
1096,maha jooksma,millest,jooksma,maha,,,el,el,,,
1097,maha jooksma,millelt,jooksma,maha,,,abl,abl,,,
1098,maha joonistama,millelt,joonistama,maha,,,abl,abl,,,
1099,maha joonistama,keda/mida,joonistama,maha,,,part,part,,,
1100,maha jääma,kellest,jääma,maha,,,el,el,,,
1101,maha kirjutama,kelle pealt,kirjutama,maha,,,gen pealt,gen,pealt,,
1102,maha niitma,keda,niitma,maha,,,part,part,,,
1103,maha rääkima,mida,rääkima,maha,,,part,part,,,
1104,maha saama,kellega,saama,maha,,,kom,kom,,,
1105,maha tegema,kelle pealt,tegema,maha,,,gen pealt,gen,pealt,,
1106,maha vaatama,kelle pealt,vaatama,maha,,,gen pealt,gen,pealt,,
1107,mahla laskma,millelt,laskma,mahla,,,abl,abl,,,
1108,mahla laskma,millest,laskma,mahla,,,el,el,,,
1109,mahtuma,kuhu,mahtuma,,,,all,all,,,
1110,maiku suhu saama,millest,saama,maiku,suhu,,el,el,,,
1111,maitsma,kellele,maitsma,,,,all,all,,,
1112,maiustama,mille kallal,maiustama,,,,gen kallal,gen,kallal,,
1113,maiustama,millega,maiustama,,,,kom,kom,,,
1114,maksma,mille eest,maksma,,,,gen eest,gen,eest,,
1115,maksma,mida teha,maksma,,,,part teha,part,,teha,
1116,maksma,kellele,maksma,,,,all,all,,,
1117,maldama,mida teha,maldama,,,,part teha,part,,teha,
1118,manitsema,keda*,manitsema,,,,part,part,,,
1119,maskeeruma,kelleks,maskeeruma,,,,tr,tr,,,
1120,matkima,keda/mida*,matkima,,,,part,part,,,
1121,mattuma,millesse,mattuma,,,,ill,ill,,,
1122,mattuma,mille alla,mattuma,,,,gen alla,gen,alla,,
1123,meelde tuletama,kellele,tuletama,meelde,,,all,all,,,
1124,meelde tuletama,keda/mida,tuletama,meelde,,,part,part,,,
1125,meeldima,mida teha,meeldima,,,,part teha,part,,teha,
1126,meeldima,kellele,meeldima,,,,all,all,,,
1127,meelduma,kellesse/millesse,meelduma,,,,ill,ill,,,
1128,meelitama,millega,meelitama,,,,kom,kom,,,
1129,meenutama,keda/mida*,meenutama,,,,part,part,,,
1130,meenutama,kellele,meenutama,,,,all,all,,,
1131,mehele panema,mida,panema,mehele,,,part,part,,,
1132,mehkeldama,kellega,mehkeldama,,,,kom,kom,,,
1133,meri,mille,,meri,,,gen,gen,,,
1134,minema,mida tegema,minema,,,,part tegema,part,,tegema,
1135,minema,kuhu,minema,,,,all,all,,,
1136,minema,milleks,minema,,,,tr,tr,,,
1137,minema,millega,minema,,,,kom,kom,,,
1138,minema,kellesse,minema,,,,ill,ill,,,
1139,minema,mille peale,minema,,,,gen peale,gen,peale,,
1140,minevikuvormis rääkima,kellest/millest,rääkima,minevikuvormis,,,el,el,,,
1141,mossitama,mida*,mossitama,,,,part,part,,,
1142,motiveerima,keda*,motiveerima,,,,part,part,,,
1143,motiveerima,mida tegema,motiveerima,,,,part tegema,part,,tegema,
1144,motiveerima,millega,motiveerima,,,,kom,kom,,,
1145,mudaga loopima,keda*,loopima,mudaga,,,part,part,,,
1146,mugandama,mida,mugandama,,,,part,part,,,
1147,mugandama,milleks,mugandama,,,,tr,tr,,,
1148,muganduma,millega,muganduma,,,,kom,kom,,,
1149,muganduma,kus,muganduma,,,,ad,ad,,,
1150,muganduma,milleks,muganduma,,,,tr,tr,,,
1151,muganema,millega,muganema,,,,kom,kom,,,
1152,muganema,milleks,muganema,,,,tr,tr,,,
1153,muganema,kus,muganema,,,,ad,ad,,,
1154,muljet avaldama,kellele,avaldama,muljet,,,all,all,,,
1155,mullatoidule saatma,keda,saatma,mullatoidule,,,part,part,,,
1156,murdma,mida,murdma,,,,part,part,,,
1157,mure,mida teha,,mure,,,part teha,part,,teha,
1158,mure,kelle/mille pärast,,mure,,,gen pärast,gen,pärast,,
1159,muret tegema,kellele,tegema,muret,,,all,all,,,
1160,muretsema,kellele,muretsema,,,,all,all,,,
1161,muretsema,kelle/mille pärast,muretsema,,,,gen pärast,gen,pärast,,
1162,muretsema panema,keda,panema,muretsema,,,part,part,,,
1163,mustama,kellest/millest,mustama,,,,el,el,,,
1164,mustendama,kellest/millest,mustendama,,,,el,el,,,
1165,muutuma,milliseks,muutuma,,,,tr,tr,,,
1166,mäele saama,millega,saama,mäele,,,kom,kom,,,
1167,mäkra mängima,kellele,mängima,mäkra,,,all,all,,,
1168,mäletama,keda/mida*,mäletama,,,,part,part,,,
1169,mängima,keda/mida*,mängima,,,,part,part,,,
1170,mängima,millega,mängima,,,,kom,kom,,,
1171,mängu panema,mida,panema,mängu,,,part,part,,,
1172,mängust välja jätma,keda,jätma,mängust,välja,,part,part,,,
1173,märkama,keda*,märkama,,,,part,part,,,
1174,märkama,mida teha,märkama,,,,part teha,part,,teha,
1175,märkama,et,märkama,,,,et,,,,et
1176,märkima,millega,märkima,,,,kom,kom,,,
1177,märkima,kuhu,märkima,,,,all,all,,,
1178,märkima,et,märkima,,,,et,,,,et
1179,määrama,kelleks,määrama,,,,tr,tr,,,
1180,määrama,kellele,määrama,,,,all,all,,,
1181,mõistes,kelle/mille,,mõistes,,,gen,gen,,,
1182,mõistes,millises,,mõistes,,,in,in,,,
1183,mõistma,keda/mida*,mõistma,,,,part,part,,,
1184,mõistust pähe panema,kellele,panema,mõistust,pähe,,all,all,,,
1185,mõjuma,millisena,mõjuma,,,,es,es,,,
1186,mõjuma,millele/kellele,mõjuma,,,,all,all,,,
1187,mõjutama,keda/mida*,mõjutama,,,,part,part,,,
1188,mõlgutama,mida*,mõlgutama,,,,part,part,,,
1189,mõtlema,kelle/mille peale,mõtlema,,,,gen peale,gen,peale,,
1190,mõtlema,kellest/millest,mõtlema,,,,el,el,,,
1191,mõtlema,kellele/millele,mõtlema,,,,all,all,,,
1192,mõtlema panema,millele,panema,mõtlema,,,all,all,,,
1193,mõtlema panema,mille üle,panema,mõtlema,,,gen üle,gen,üle,,
1194,mõõku ristama,kellega,ristama,mõõku,,,kom,kom,,,
1195,mõõtu välja andma,kelle/mille,andma,mõõtu,välja,,gen,gen,,,
1196,mõõtu võtma,kellest/millest,võtma,mõõtu,,,el,el,,,
1197,mööda hiilima,millest,hiilima,mööda,,,el,el,,,
1198,mööda jalutama,millest,jalutama,mööda,,,el,el,,,
1199,mööda kõndima,kellest/millest,kõndima,mööda,,,el,el,,,
1200,mööda lendama,millest,lendama,mööda,,,el,el,,,
1201,mööda manööverdama,millest,manööverdama,mööda,,,el,el,,,
1202,mööda minema,kellest/millest,minema,mööda,,,el,el,,,
1203,mööda rääkima,millest,rääkima,mööda,,,el,el,,,
1204,mööda sõitma,millest/kellest,sõitma,mööda,,,el,el,,,
1205,mööda vaatama,millest/kellest,vaatama,mööda,,,el,el,,,
1206,mööduma,kellest/millest,mööduma,,,,el,el,,,
1207,mürgitama,keda/mida,mürgitama,,,,part,part,,,
1208,mütsi maha võtma,kelle/mille ees,võtma,mütsi,maha,,gen ees,gen,ees,,
1209,mütsi pähe tõmbama,kellele,tõmbama,mütsi,pähe,,all,all,,,
1210,müüma,mille eest / millega,müüma,,,,gen eest,gen,eest,,
1211,müüma,kellele,müüma,,,,all,all,,,
1212,müüma,mille eest / millega,müüma,,,,kom,kom,,,
1213,naasma,kuhu,naasma,,,,all,all,,,
1214,naasma,kust,naasma,,,,abl,abl,,,
1215,naerma,mille peale,naerma,,,,gen peale,gen,peale,,
1216,naerma,kelle/mille üle,naerma,,,,gen üle,gen,üle,,
1217,naha peale andma,kellele,andma,naha,peale,,all,all,,,
1218,nahas olema,kelle,olema,nahas,,,gen,gen,,,
1219,nahka minema,mille/kelle,minema,nahka,,,gen,gen,,,
1220,nahka pugema,kelle,pugema,nahka,,,gen,gen,,,
1221,nahka täis sõimama,kellel,sõimama,nahka,täis,,ad,ad,,,
1222,nahka viluks lööma,kellel,lööma,nahka,viluks,,ad,ad,,,
1223,nahka üle kõrvade tõmbama,kellel,tõmbama,nahka,üle,kõrvade,ad,ad,,,
1224,nakatuma,millega,nakatuma,,,,kom,kom,,,
1225,nakatuma,millest,nakatuma,,,,el,el,,,
1226,nalja heitma,kelle/mille üle,heitma,nalja,,,gen üle,gen,üle,,
1227,nalja tegema,kelle/mille üle,tegema,nalja,,,gen üle,gen,üle,,
1228,nalja viskama,kelle/mille üle,viskama,nalja,,,gen üle,gen,üle,,
1229,naljatlema,kellega,naljatlema,,,,kom,kom,,,
1230,nautima,mida*,nautima,,,,part,part,,,
1231,neelduma,milles,neelduma,,,,in,in,,,
1232,neelduma,millesse,neelduma,,,,ill,ill,,,
1233,neimama,keda*,neimama,,,,part,part,,,
1234,nimetama,keda/mida,nimetama,,,,part,part,,,
1235,nina alla hõõruma,kellele,hõõruma,nina,alla,,all,all,,,
1236,nina alla hõõruma,mida*,hõõruma,nina,alla,,part,part,,,
1237,nina kirtsutama,mille peale,kirtsutama,nina,,,gen peale,gen,peale,,
1238,nina krimpsutama,mille peale,krimpsutama,nina,,,gen peale,gen,peale,,
1239,nina peale kirjutama,kellele,kirjutama,nina,peale,,all,all,,,
1240,nina peale viskama,kellele,viskama,nina,peale,,all,all,,,
1241,nina peale viskama,mida*,viskama,nina,peale,,part,part,,,
1242,ninapidi vedama,keda*,vedama,ninapidi,,,part,part,,,
1243,nohistama,mida teha,nohistama,,,,part teha,part,,teha,
1244,nomineerima,millele,nomineerima,,,,all,all,,,
1245,noomima,keda*,noomima,,,,part,part,,,
1246,normaliseerima,mida,normaliseerima,,,,part,part,,,
1247,nuga selga lööma,kellele,lööma,nuga,selga,,all,all,,,
1248,nussima,keda*,nussima,,,,part,part,,,
1249,nutma,mille pärast,nutma,,,,gen pärast,gen,pärast,,
1250,nuusutama,mida*,nuusutama,,,,part,part,,,
1251,nägema,mida*,nägema,,,,part,part,,,
1252,nägu olema,kelle,olema,nägu,,,gen,gen,,,
1253,nägu täis sõimama,kellel,sõimama,nägu,täis,,ad,ad,,,
1254,näima,et,näima,,,,et,,,,et
1255,näima,mida tegevat,näima,,,,part tegevat,part,tegevat,,
1256,näitama,et,näitama,,,,et,,,,et
1257,näitama,mida*,näitama,,,,part,part,,,
1258,näitama,kellele,näitama,,,,all,all,,,
1259,näkku vaatama,millele,vaatama,näkku,,,all,all,,,
1260,näo järgi olema,kellele,olema,näo,järgi,,all,all,,,
1261,näppu peale panema,millele,panema,näppu,peale,,all,all,,,
1262,näppudele vaatama,kelle,vaatama,näppudele,,,gen,gen,,,
1263,närima,kelle kallal,närima,,,,gen kallal,gen,kallal,,
1264,närve krussi ajama,kellel,ajama,närve,krussi,,ad,ad,,,
1265,närve püsti ajama,kellel,ajama,närve,püsti,,ad,ad,,,
1266,närveerima,mille pärast,närveerima,,,,gen pärast,gen,pärast,,
1267,närvi ajama,keda,ajama,närvi,,,part,part,,,
1268,närvi mustaks ajama,kellel,ajama,närvi,mustaks,,ad,ad,,,
1269,närvi püsti ajama,kellel,ajama,närvi,püsti,,ad,ad,,,
1270,närvidel mängima,kelle,mängima,närvidel,,,gen,gen,,,
1271,närvidele käima,kellele,käima,närvidele,,,all,all,,,
1272,näägutama,kelle kallal,näägutama,,,,gen kallal,gen,kallal,,
1273,nääkuma,kelle kallal,,nääkuma,,,gen kallal,gen,kallal,,
1274,nõretama,millest,nõretama,,,,el,el,,,
1275,nõrgenema,mille suhtes,nõrgenema,,,,gen suhtes,gen,suhtes,,
1276,nõu andma,milles,andma,nõu,,,in,in,,,
1277,nõu andma,kellele,andma,nõu,,,all,all,,,
1278,nõu pidama,mille üle,pidama,nõu,,,gen üle,gen,üle,,
1279,nõu pidama,kellega,pidama,nõu,,,kom,kom,,,
1280,nõudlema,mida*,nõudlema,,,,part,part,,,
1281,nõudma,kellelt,nõudma,,,,abl,abl,,,
1282,nõudma,mida*,nõudma,,,,part,part,,,
1283,nõus olema,mida tegema,olema,nõus,,,part tegema,part,,tegema,
1284,nõus olema,kellega/millega,olema,nõus,,,kom,kom,,,
1285,nõusse jääma,millega/kellega,jääma,nõusse,,,kom,kom,,,
1286,nõustama,keda/mida*,nõustama,,,,part,part,,,
1287,nõustama,milles,nõustama,,,,in,in,,,
1288,nõustuma,mida tegema,nõustuma,,,,part tegema,part,,tegema,
1289,nõustuma,kellega/millega,nõustuma,,,,kom,kom,,,
1290,nööbist kinni võtma,kellel,võtma,nööbist,kinni,,ad,ad,,,
1291,ohjeldama,keda/mida*,ohjeldama,,,,part,part,,,
1292,ohkama,mille pärast,ohkama,,,,gen pärast,gen,pärast,,
1293,ohustama,keda/mida*,ohustama,,,,part,part,,,
1294,ohvriks langema,mille/kelle,langema,ohvriks,,,gen,gen,,,
1295,oigama,mille üle,oigama,,,,gen üle,gen,üle,,
1296,oksele ajama,mis,ajama,oksele,,,nom,nom,,,
1297,olenema,kellest/millest,olenema,,,,el,el,,,
1298,oletama,et,oletama,,,,et,,,,et
1299,oletama,mida*,oletama,,,,part,part,,,
1300,oma jalga tõstma,kuhu,tõstma,oma,jalga,,all,all,,,
1301,oma käsi määrima,millega,määrima,oma,käsi,,kom,kom,,,
1302,oma kätt andma,kellele,andma,oma,kätt,,all,all,,,
1303,oma südant avama,kellele,avama,oma,südant,,all,all,,,
1304,oma tiiva alla võtma,keda,võtma,oma,tiiva,alla,part,part,,,
1305,omaks saama,kelle,saama,omaks,,,gen,gen,,,
1306,omama,mida*,omama,,,,part,part,,,
1307,omastama,mida,omastama,,,,part,part,,,
1308,omistama,kellele,omistama,,,,all,all,,,
1309,ootama,keda/mida*,ootama,,,,part,part,,,
1310,ootama,millest,ootama,,,,el,el,,,
1311,ootama,millega,ootama,,,,kom,kom,,,
1312,ootama,kellelt,ootama,,,,abl,abl,,,
1313,opereerima,millega,opereerima,,,,kom,kom,,,
1314,oponeerima,millele/kellele,oponeerima,,,,all,all,,,
1315,oponeerima,mida*,oponeerima,,,,part,part,,,
